,Products bought by the customer,New products bought by the customer
Customer_323,Nar ekşisi;Karides;Keçi boynuzu;Makarna;Kırmızı mercimek;Yoğurt;Un;İçli Köfte;Susam;Ihlamur;Susam;Meksika fasülyesi;Böğürtlen;Sirke;Yeşil çay;Ketçap;Diş macunu;Garnitür;Baldo pirinç,Kinoa tohumu
Customer_363,Kahve likörü;Baldo pirinç;Nane likörü;Fasulye turşu;Kalamar;Şampuan;Biber salçası;Vücut losyonu;Ketçap;Domates salçası;Cips;Jelibon;Nohut;Bezelye;Fasulye turşu;Köfte,Peeling krem
Customer_313,Tarçın;Saç boyası;Saç kremi;Kuru İncir;El mantısı;Yoğurt;Acı Sos;Soya sosu;Şampuan;Patates;Karabiber;Fasulye turşu;Sirke;Şehriye;Kuru dut;Şehriye;Zeytinyağı;Baldo pirinç;Kırmızı mercimek;Patates;Diş macunu;Közlenmiş biber;Ketçap;Nemlendirici bakım kremi,Peeling krem
Customer_602,Limon sos;Bira;Sirke;Baldo pirinç;Viski;Nohut;Susam;Makarna;Bisküvi;Kuru İncir;Nar ekşisi;Çikolata;Nar ekşisi;Kırı üzüm;Közlenmiş biber;Soya sosu;Ketçap;Kahve likörü;Tavuk Bulyon;Köfte harcı;Un;Erişte;Ayçiçek yağı;Kırmızı şarap;Makarna,Karamelli likör
Customer_903,Köfte harcı;Makarna;Saç kremi;Nar ekşisi;Közlenmiş biber;Bisküvi;Toz şeker;Çörek otu;Erişte;Nar ekşisi;Karabiber;Diş fırçası;Patlıcan;Soya sosu;Sirke;Böğürtlen;Baldo pirinç;Kuru dut;Nemlendirici bakım kremi;Milföy,Peeling krem
Customer_483,Patlıcan;Tarçın;Jelibon;Kırmızı mercimek;Karabiber;Saç kremi;Erişte;Tavuk Bulyon;Makarna;Kalamar;Bezelye;Makarna;Viski;Köfte;Milföy;Soya sosu;Şampuan;Çikolata;Bisküvi;Kurabiye;Yoğurt,Karamelli likör
Customer_522,Karabiber;Soya sosu;Baldo pirinç;Şehriye;Biber salçası;Çikolata;Kurabiye;Toz şeker;Nohut;Köfte;Kırmızı mercimek;Kalem;Zeytinyağı;Kuru üzüm;Bisküvi;Bezelye;Viski;Garnitür;Nohut;Limon sos;Nane likörü;Yeşil çay;Ton balığı;Kalamar,Karamelli likör
Customer_487,El mantısı;Kalamar;Çörek otu;Meksika fasülyesi;Közlenmiş biber;Yeşil çay;Köfte harcı;Yer fıstığı;Yoğurt;Kurabiye;Acı Sos;Köfte harcı;Karides;Limon sos;Bisküvi;Kurabiye;Fasulye turşu;Krem şanti;Toz şeker;Ton balığı;Papatya çayı;Keçi boynuzu;İçli Köfte;Meksika fasülyesi,Kinoa tohumu
Customer_598,Ihlamur;Tavuk Bulyon;Karides;Güneş kremi;Kırmızı mercimek;Kalem;Saç kremi;Ketçap;Yer fıstığı;Ton balığı;Böğürtlen;Domates salçası;Şampuan;Kırmızı mercimek;Soya sosu;Yoğurt;Karabiber;Ayçiçek yağı;Patlıcan;Bisküvi;Meksika fasülyesi,Peeling krem
Customer_879,Diş macunu;Milföy;El mantısı;Bisküvi;Şampuan;Bisküvi;Krem şanti;Limon sos;İçli Köfte;Vücut losyonu;Domates salçası;Köfte;Patlıcan;Susam;Nemlendirici bakım kremi;Tarçın;Baldo pirinç;Tavuk Bulyon;Viski,Peeling krem
Customer_511,Meksika fasülyesi;İçli Köfte;Zeytinyağı;Baldo pirinç;Ton balığı;Un;Yeşil çay;Soya sosu;Kurabiye;Nohut;Sirke;Acı Sos;Kuru kayısı;Krem şanti;Zeytinyağı;Susam;Şehriye,Kinoa tohumu
Customer_579,Kuru dut;Kuru kayısı;Un;Şehriye;Patates;Sarımsak sosu;Fasulye turşu;Fasulye turşu;Karides;Ketçap;Jelibon;El mantısı;Yoğurt;Soya sosu;Köfte;Jelibon;Bisküvi;Karabiber;Susam;Yeşil çay,Kurutulmuş Kivi
Customer_867,Çikolata;Kırmızı şarap;Un;Şehriye;Baldo pirinç;Beyaz şarap;Çikolata;Pizza;El mantısı;Kalem;Böğürtlen;Yer fıstığı;Kahve likörü;Kırmızı mercimek;Karabiber;Köfte;Kuru üzüm;Krem şanti;Patlıcan;Ayçiçek yağı;Bira;Susam;Domates salçası,Karamelli likör
Customer_211,Tavuk Bulyon;Patates;Çikolata;Ketçap;Kuru kayısı;Kurabiye;Közlenmiş biber;Bira;Toz şeker;Viski;Tavuk Bulyon;Makarna;Soya sosu;Pizza;El mantısı;Kırmızı şarap;Böğürtlen;Köfte harcı;Nane likörü;Kahve likörü;Milföy;Közlenmiş biber,Karamelli likör
Customer_126,Şampuan;Güneş kremi;Bisküvi;Patlıcan;İçli Köfte;Diş fırçası;Nohut;Böğürtlen;Tavuk Bulyon;Acı Sos;Milföy;Sirke;Erişte;Saç boyası;Garnitür;Susam;Fasulye turşu;Jelibon;Güneş kremi,Peeling krem
Customer_795,Bira;Kırı üzüm;Erişte;Kırmızı şarap;Jelibon;El mantısı;Kalamar;Nohut;Bezelye;Karabiber;Çörek otu;Nane likörü;Limon sos;Soya sosu;Kahve likörü;Beyaz şarap;Sarımsak sosu,Karamelli likör
Customer_240,Un;Nohut;Kalem;Köfte;Biber salçası;Patlıcan;Pizza;Milföy;Yeşil çay;Nane likörü;Limon sos;Toz şeker;Meksika fasülyesi;Jelibon;Köfte harcı;Kuru üzüm;Papatya çayı;Susam;Biber salçası;Keçi boynuzu;Soya sosu,Kinoa tohumu
Customer_288,Patates;Güneş kremi;Fasulye turşu;Ayçiçek yağı;Limon sos;Karides;Tavuk Bulyon;Karabiber;Bisküvi;Kalem;Keçi boynuzu;Ketçap;Acı Sos;Ton balığı;Zeytinyağı;Böğürtlen;Yeşil çay;Ihlamur;Nar ekşisi;Közlenmiş biber;Yoğurt;Papatya çayı;Baldo pirinç;Domates salçası,Kinoa tohumu
Customer_295,Ketçap;Patlıcan;Yulaf;Meksika fasülyesi;Kalamar;Sarımsak sosu;Kırmızı mercimek;Makarna;Bisküvi;Ton balığı;Sirke;Yoğurt;Zeytinyağı;Sarımsak sosu;Yer fıstığı;Çörek otu;Bira;Papatya çayı;Fasulye turşu;Acı Sos;Erişte,Kinoa tohumu
Customer_848,El mantısı;Makarna;Baldo pirinç;Ketçap;İçli Köfte;El mantısı;Şampuan;Saç boyası;Ayçiçek yağı;Nar ekşisi;Ayçiçek yağı;Pizza;Makarna;Çörek otu;Diş macunu;Kuru dut;Domates salçası;Un;Saç kremi,Peeling krem
Customer_162,Kalamar;Közlenmiş biber;Bezelye;Kuru İncir;Biber salçası;Diş macunu;Saç kremi;Ketçap;Karabiber;Kalem;Şehriye;Böğürtlen;Erişte;Patlıcan;Baldo pirinç;Krem şanti;Közlenmiş biber;Krem şanti;Patates;Erişte;Köfte harcı;Saç boyası;Susam,Peeling krem
Customer_527,Susam;Erişte;Çikolata;Pizza;Biber salçası;Nemlendirici bakım kremi;Böğürtlen;Kahve likörü;Közlenmiş biber;Krem şanti;Acı Sos;Viski;Fasulye turşu;Sirke;Kalamar;Şampuan;Krem şanti;Şehriye;Patates;Beyaz şarap;Köfte harcı;Domates salçası;Kalem,Karamelli likör
Customer_904,Diş macunu;Kalamar;Pizza;Pizza;Bezelye;Krem şanti;Un;Makarna;Fasulye turşu;Fasulye turşu;Baldo pirinç;Ayçiçek yağı;Köfte;Makarna;Çikolata;Beyaz şarap;Sirke;Baldo pirinç;Jelibon;Karides;Nane likörü;Cips;Milföy;Güneş kremi;Yer fıstığı;Köfte harcı;Vücut losyonu,Karamelli likör
Customer_275,Un;Beyaz şarap;Limon sos;Jelibon;Bira;Acı Sos;Bezelye;İçli Köfte;Karides;Patates;Kahve likörü;Toz şeker;Kırmızı şarap;Kuru kayısı;Susam;Karabiber;Fasulye turşu;Çikolata,Karamelli likör
Customer_310,Kırmızı mercimek;El mantısı;Jelibon;Kalamar;Tarçın;Tavuk Bulyon;Böğürtlen;Un;Şehriye;Nane likörü;Kırmızı şarap;Viski;Domates salçası;Bira;Yoğurt;Sarımsak sosu;Çikolata;Un;Fasulye turşu;Nohut;Soya sosu;Kahve likörü,Karamelli likör
Customer_316,Ton balığı;Ihlamur;Yeşil çay;Biber salçası;Saç boyası;Tavuk Bulyon;Tavuk Bulyon;Limon sos;Bezelye;Köfte;Garnitür;Toz şeker;Erişte;Patlıcan;Şehriye;Ayçiçek yağı;Kalamar;Böğürtlen,Kinoa tohumu
Customer_24,Keçi boynuzu;Kırmızı mercimek;Kuru üzüm;Közlenmiş biber;Limon sos;Yulaf;Biber salçası;Yeşil çay;El mantısı;Kırmızı mercimek;Böğürtlen;Cips;Soya sosu;Soya sosu;Fasulye turşu;Nar ekşisi;Makarna;Acı Sos;Köfte harcı;Nar ekşisi;Patlıcan;Kalem;Zeytinyağı;Acı Sos,Kinoa tohumu
Customer_957,Patates;Viski;Kırmızı şarap;Köfte harcı;Karabiber;Krem şanti;Patlıcan;Ayçiçek yağı;Fasulye turşu;Kırmızı şarap;Nohut;Limon sos;Kalamar;Nane likörü;Beyaz şarap;Bisküvi;Susam;Yer fıstığı;Çikolata;Zeytinyağı;Kalamar;Köfte;Kırmızı mercimek;Közlenmiş biber;Fasulye turşu;Cips;Milföy;Kuru üzüm;Makarna,Karamelli likör
Customer_85,Nane likörü;Kalem;Çörek otu;Bezelye;Bezelye;Fasulye turşu;Bisküvi;Şehriye;Nane likörü;Krem şanti;Sarımsak sosu;Jelibon;Çörek otu;Kuru üzüm;Kurabiye;İçli Köfte;Bira;Çikolata,Karamelli likör
Customer_550,Nane likörü;Ayçiçek yağı;Sirke;Nar ekşisi;Nohut;Karabiber;Tavuk Bulyon;Beyaz şarap;Diş fırçası;Bisküvi;İçli Köfte;Kalem;Kuru üzüm;Nohut;Domates salçası;Kırmızı mercimek;Baldo pirinç;Şehriye;Krem şanti;Kırmızı şarap;Şehriye,Karamelli likör
Customer_922,İçli Köfte;Makarna;Toz şeker;Cips;Karides;Nar ekşisi;Fasulye turşu;Kuru üzüm;Erişte;Biber salçası;Zeytinyağı;Ton balığı;Kahve likörü;Erişte;Baldo pirinç;Çikolata;Yoğurt;Biber salçası;Garnitür;Ayçiçek yağı,Karamelli likör
Customer_564,Patlıcan;Karides;Köfte;Viski;Kurabiye;Çörek otu;Un;Saç kremi;Krem şanti;Bira;Makarna;Közlenmiş biber;Saç boyası;Jelibon;Garnitür;Kalamar;Tavuk Bulyon;Soya sosu;Beyaz şarap;Kahve likörü;Toz şeker;Karides,Karamelli likör
Customer_195,Bisküvi;Pizza;Ton balığı;Sarımsak sosu;Patates;Papatya çayı;Zeytinyağı;Acı Sos;Susam;Keçi boynuzu;Kuru kayısı;Kırı üzüm;Köfte harcı;Meksika fasülyesi;İçli Köfte;Garnitür;Limon sos;Yeşil çay;Susam;Kurabiye;Kurabiye;Bezelye;Ayçiçek yağı;Nohut;Közlenmiş biber,Kinoa tohumu
Customer_153,Kuru dut;Diş fırçası;Acı Sos;Patates;Karabiber;Diş macunu;Sarımsak sosu;Nar ekşisi;Limon sos;Köfte harcı;Bezelye;Milföy;Fasulye turşu;Nar ekşisi;Böğürtlen,Kurutulmuş Kivi
Customer_676,Kuru kayısı;Ketçap;Sarımsak sosu;Nar ekşisi;Keçi boynuzu;Pizza;Bisküvi;Garnitür;Kuru dut;Tarçın;Ihlamur;El mantısı;Meksika fasülyesi;Limon sos;Pizza;İçli Köfte;Böğürtlen;Krem şanti;Kırmızı mercimek;Yulaf,Kinoa tohumu
Customer_683,Pizza;Baldo pirinç;Un;Susam;Acı Sos;Pizza;Sarımsak sosu;Karabiber;Köfte harcı;Ihlamur;Karabiber;Un;Yoğurt;Papatya çayı;Ihlamur;Közlenmiş biber;Meksika fasülyesi;Yulaf;Kırmızı mercimek;Nohut;Ton balığı;Közlenmiş biber;Sarımsak sosu;Keçi boynuzu;Karides;Yeşil çay,Kinoa tohumu
Customer_496,Meksika fasülyesi;Garnitür;Acı Sos;Köfte;Karabiber;Kalem;Susam;Krem şanti;İçli Köfte;Şehriye;Erişte;Fasulye turşu;Limon sos;Kalamar;Böğürtlen;Ketçap;Köfte harcı;Kalem;Yulaf;Baldo pirinç;Ton balığı;Soya sosu;Domates salçası;Meksika fasülyesi;Yoğurt;Sarımsak sosu;Yeşil çay,Kinoa tohumu
Customer_201,Nar ekşisi;Cips;Nane likörü;Yeşil çay;Kırmızı şarap;Nohut;Krem şanti;Kahve likörü;Ketçap;Domates salçası;Bira;Köfte harcı;Makarna,Karamelli likör
Customer_944,Tarçın;Keçi boynuzu;Makarna;Bisküvi;Yoğurt;Limon sos;Köfte harcı;Ton balığı;Yulaf;Yer fıstığı;Un;Karides;Patates;Tavuk Bulyon;Nar ekşisi;Sarımsak sosu;Meksika fasülyesi;Ketçap;Limon sos;Ayçiçek yağı,Kinoa tohumu
Customer_869,Biber salçası;Erişte;Kırmızı mercimek;Tavuk Bulyon;Kuru dut;Yulaf;Domates salçası;Papatya çayı;Karabiber;Krem şanti;Nohut;Patates;Fasulye turşu;Acı Sos;Tavuk Bulyon;Erişte;Ayçiçek yağı;Kuru İncir;Tarçın;Milföy;Kalamar,Kurutulmuş Kivi
Customer_856,Toz şeker;Ayçiçek yağı;Şehriye;Ihlamur;Ayçiçek yağı;Köfte;Kırmızı mercimek;Yoğurt;Yulaf;Milföy;Makarna;Böğürtlen;Kalamar;Yer fıstığı;Kurabiye;Karabiber;Papatya çayı;Vücut losyonu;Sarımsak sosu;İçli Köfte;Limon sos;Patlıcan;Keçi boynuzu,Kinoa tohumu
Customer_119,Yeşil çay;Jelibon;Krem şanti;Ton balığı;Papatya çayı;Fasulye turşu;Çörek otu;Ihlamur;Böğürtlen;Patlıcan;Tarçın;Milföy;El mantısı;Soya sosu;Sirke;Acı Sos;Papatya çayı;Un;Karabiber;Patlıcan;Meksika fasülyesi;Acı Sos,Kinoa tohumu
Customer_270,Kalem;Nohut;Ketçap;Fasulye turşu;Karabiber;Şampuan;Baldo pirinç;Vücut losyonu;Şampuan;Nohut;Zeytinyağı;Diş macunu;Pizza;Un;Yer fıstığı;Soya sosu;Saç boyası;Biber salçası;Acı Sos;Güneş kremi;Diş fırçası;Kalamar;Tavuk Bulyon,Peeling krem
Customer_633,Şehriye;Nemlendirici bakım kremi;Köfte harcı;Yoğurt;Bezelye;Ayçiçek yağı;Baldo pirinç;Pizza;Milföy;Garnitür;Nohut;Ayçiçek yağı;Fasulye turşu;Domates salçası;Kırmızı şarap;Tavuk Bulyon;Saç kremi;Garnitür;El mantısı;Sirke;Erişte;Kurabiye;Baldo pirinç;Çörek otu;Sirke,Peeling krem
Customer_391,Çörek otu;Garnitür;Kırı üzüm;Susam;Kalem;Karides;Acı Sos;Böğürtlen;Ketçap;Köfte;Tarçın;İçli Köfte;Kırmızı mercimek;Şehriye;Şampuan;Toz şeker;Saç kremi;Böğürtlen;Fasulye turşu;Limon sos;Közlenmiş biber;Diş fırçası;Un;Tavuk Bulyon;Bezelye;Baldo pirinç;Vücut losyonu;Yer fıstığı,Peeling krem
Customer_609,Köfte harcı;Şampuan;Yoğurt;Diş fırçası;Böğürtlen;Patlıcan;Kırmızı mercimek;Saç kremi;Şehriye;Milföy;Garnitür;Sirke;Susam;Zeytinyağı;Erişte;Soya sosu;Tavuk Bulyon,Peeling krem
Customer_328,Karabiber;Acı Sos;Tavuk Bulyon;İçli Köfte;Kalamar;Ketçap;Bira;Kalem;Cips;Çörek otu;Kırmızı şarap;Yoğurt;Beyaz şarap;Tavuk Bulyon;Erişte;Nohut;Milföy;Kırı üzüm;Közlenmiş biber;Kalamar;Krem şanti;Kuru kayısı;Viski,Karamelli likör
Customer_605,Saç boyası;Beyaz şarap;Şampuan;Limon sos;Yoğurt;Domates salçası;Kırmızı mercimek;Sarımsak sosu;Ayçiçek yağı;Köfte;Patates;El mantısı;Bira;Saç kremi;Kalem;Patlıcan;Böğürtlen;İçli Köfte;Zeytinyağı,Karamelli likör
Customer_33,Beyaz şarap;Karides;Bisküvi;Nohut;Toz şeker;Çikolata;Kalem;Kalem;Soya sosu;Közlenmiş biber;Kalamar;Milföy;Ketçap;Sirke;Pizza;Makarna;Kahve likörü;Un;Biber salçası;Beyaz şarap,Karamelli likör
Customer_586,Soya sosu;Köfte harcı;Kuru kayısı;Ayçiçek yağı;Nar ekşisi;Ayçiçek yağı;Milföy;Karides;Toz şeker;Baldo pirinç;İçli Köfte;Acı Sos;Patlıcan;Köfte harcı;Şehriye;Domates salçası;Baldo pirinç;Kırı üzüm;Nar ekşisi;Kırı üzüm;Jelibon;Fasulye turşu,Kurutulmuş Kivi
Customer_839,Pizza;Erişte;El mantısı;Kırmızı mercimek;Garnitür;Köfte harcı;Çörek otu;Yer fıstığı;Kalamar;Toz şeker;Çikolata;Kuru kayısı;Domates salçası;Sirke;Susam;Bisküvi,Kurutulmuş Kivi
Customer_913,Tarçın;Pizza;Karabiber;Toz şeker;Köfte harcı;Soya sosu;İçli Köfte;Közlenmiş biber;Milföy;Bisküvi;Susam;Karabiber;Tarçın;Baldo pirinç;Karides;Kurabiye;Beyaz şarap;Kuru İncir;El mantısı;Domates salçası;Kırı üzüm,Kurutulmuş Kivi
Customer_350,Beyaz şarap;Erişte;Krem şanti;Ton balığı;Cips;Pizza;Közlenmiş biber;Baldo pirinç;Ihlamur;Biber salçası;Keçi boynuzu;Yeşil çay;Patates;Biber salçası;Karabiber;Meksika fasülyesi;Pizza;Milföy,Kinoa tohumu
Customer_966,Közlenmiş biber;Sarımsak sosu;Sirke;Şehriye;Yer fıstığı;Bisküvi;Acı Sos;Krem şanti;Tarçın;Limon sos;Kırmızı mercimek;Domates salçası;Bezelye;Kırı üzüm;Pizza;Pizza;Biber salçası;Kuru İncir;Ketçap,Kurutulmuş Kivi
Customer_980,Kurabiye;Yoğurt;Limon sos;Vücut losyonu;Beyaz şarap;Nane likörü;Krem şanti;Soya sosu;Sirke;Bisküvi;Cips;Böğürtlen;Karabiber;Çikolata,Karamelli likör
Customer_777,Papatya çayı;Kurabiye;Biber salçası;Patates;Susam;Sirke;Bezelye;Kırmızı mercimek;Yulaf;Milföy;Kalamar;Ihlamur;Baldo pirinç;Krem şanti;Soya sosu;Garnitür,Kinoa tohumu
Customer_800,Patlıcan;Viski;Köfte harcı;Sarımsak sosu;Tavuk Bulyon;Kurabiye;Bira;Kırmızı şarap;Milföy;Nohut;Diş fırçası;Kalamar;Beyaz şarap;Çikolata;Kırmızı mercimek;Güneş kremi;Sirke;Karides;Biber salçası;Soya sosu;Ketçap;Bezelye;Kahve likörü,Karamelli likör
Customer_762,Biber salçası;Acı Sos;Zeytinyağı;Tarçın;Saç boyası;Güneş kremi;El mantısı;Tavuk Bulyon;Un;Susam;Garnitür;Bezelye;Böğürtlen;Diş fırçası;Toz şeker;Jelibon;Saç kremi;Milföy;Pizza;Kurabiye;Saç kremi;Kalamar;Zeytinyağı;Nemlendirici bakım kremi;Fasulye turşu;Çörek otu,Peeling krem
Customer_679,Köfte;Jelibon;Bezelye;Zeytinyağı;Baldo pirinç;Susam;Beyaz şarap;Cips;Kalamar;Bisküvi;Güneş kremi;Ayçiçek yağı;Milföy;Ketçap;Domates salçası;Köfte harcı;Viski;Acı Sos,Karamelli likör
Customer_562,Toz şeker;Pizza;Tarçın;Diş macunu;Diş fırçası;Nar ekşisi;Pizza;Nemlendirici bakım kremi;Saç kremi;Saç boyası;Sarımsak sosu;Karabiber;Köfte;Çörek otu;Susam;İçli Köfte;Saç boyası;Sirke;Közlenmiş biber,Peeling krem
Customer_520,Saç boyası;Fasulye turşu;Çörek otu;Şampuan;El mantısı;Makarna;Güneş kremi;Sarımsak sosu;Biber salçası;El mantısı;Krem şanti;Pizza;Közlenmiş biber;Biber salçası;Bisküvi;Kırmızı mercimek;Nohut;Güneş kremi;Diş macunu;Şampuan;Jelibon;Krem şanti;Sarımsak sosu,Peeling krem
Customer_358,Biber salçası;Pizza;Tavuk Bulyon;Yoğurt;Köfte harcı;Nar ekşisi;Kuru kayısı;El mantısı;Papatya çayı;Jelibon;Nohut,Kurutulmuş Kivi
Customer_405,Cips;Kuru üzüm;Bira;Kurabiye;Beyaz şarap;Kuru İncir;Sirke;Kırmızı mercimek;Çikolata;Kalamar;Karides;Ayçiçek yağı;Viski;Közlenmiş biber;Toz şeker;Tarçın;Domates salçası;Kahve likörü,Karamelli likör
Customer_250,Papatya çayı;Ton balığı;Yulaf;Susam;Pizza;Ton balığı;Patlıcan;Un;Kalamar;Yulaf;Kurabiye;Karabiber;Garnitür;Sarımsak sosu;Sirke;Yoğurt;Zeytinyağı;Közlenmiş biber;Yeşil çay;Toz şeker;İçli Köfte;Milföy;Ihlamur,Kinoa tohumu
Customer_173,Tarçın;Kalem;Bisküvi;Güneş kremi;Milföy;Kalamar;Baldo pirinç;Acı Sos;Diş macunu;Toz şeker;Jelibon;Garnitür;İçli Köfte;Kırmızı mercimek;Nemlendirici bakım kremi;Köfte;Kalamar;Kalem;Saç kremi;Kuru kayısı;Şampuan;Nohut,Peeling krem
Customer_386,Közlenmiş biber;Domates salçası;Zeytinyağı;Makarna;Jelibon;El mantısı;Jelibon;Şehriye;Nohut;Yoğurt;Sirke;Limon sos;Diş macunu;Domates salçası;Kuru İncir,Kurutulmuş Kivi
Customer_625,Milföy;Papatya çayı;Kuru dut;Meksika fasülyesi;Limon sos;Baldo pirinç;Sirke;El mantısı;Acı Sos;Domates salçası;Un;Zeytinyağı;Karides;Krem şanti;Kalem;Kuru kayısı;Köfte harcı;Toz şeker;Nohut;Susam;Yer fıstığı;Makarna,Kurutulmuş Kivi
Customer_322,Nemlendirici bakım kremi;Pizza;Ayçiçek yağı;Şampuan;Ayçiçek yağı;Közlenmiş biber;Domates salçası;Erişte;Şehriye;Saç kremi;Kurabiye;Kalem;İçli Köfte;Ketçap;Kırmızı mercimek;Vücut losyonu;Soya sosu;Şehriye;El mantısı;Zeytinyağı,Peeling krem
Customer_385,Nar ekşisi;Nohut;Sirke;Patates;Ketçap;Fasulye turşu;Ayçiçek yağı;Baldo pirinç;Soya sosu;Kırı üzüm;Garnitür;Milföy;Diş fırçası;İçli Köfte;Bisküvi,Peeling krem
Customer_588,Diş fırçası;Limon sos;Nane likörü;Biber salçası;Sirke;Patates;Patlıcan;Sarımsak sosu;Çikolata;Cips;Zeytinyağı;Beyaz şarap;Viski;Makarna;Karides;Kalem,Karamelli likör
Customer_580,Tarçın;Kurabiye;Nohut;Çörek otu;Kuru İncir;Kırmızı mercimek;Közlenmiş biber;Yulaf;Kırı üzüm;Ton balığı;Bisküvi;Soya sosu;Baldo pirinç;Toz şeker;Yeşil çay;Acı Sos;Susam;Yoğurt;Bisküvi;Limon sos;Ihlamur,Kinoa tohumu
Customer_630,Zeytinyağı;Biber salçası;Pizza;Limon sos;Kırmızı mercimek;Kahve likörü;Bira;Tavuk Bulyon;Toz şeker;Kalamar;Patlıcan;Kalem;Kalamar;Milföy;Erişte;Yer fıstığı,Karamelli likör
Customer_408,Patates;Limon sos;Közlenmiş biber;Domates salçası;Susam;Toz şeker;Karabiber;Çörek otu;Bezelye;Kuru dut;İçli Köfte;Jelibon;Tarçın;El mantısı;Sarımsak sosu;Kuru dut;Erişte;Kalem;Kuru İncir,Kurutulmuş Kivi
Customer_188,Acı Sos;Pizza;Viski;Keçi boynuzu;Susam;Közlenmiş biber;Kahve likörü;Karides;Kurabiye;Bira;Ketçap;Sarımsak sosu;Baldo pirinç;Patlıcan;Susam;Ihlamur;Patates;Milföy;Çörek otu,Karamelli likör
Customer_456,Yer fıstığı;Garnitür;Zeytinyağı;Ayçiçek yağı;Fasulye turşu;Patlıcan;Çörek otu;Keçi boynuzu;Pizza;Ton balığı;Ihlamur;Közlenmiş biber;Domates salçası;Patlıcan;Limon sos;Meksika fasülyesi;Közlenmiş biber;Papatya çayı;Yer fıstığı;Köfte;Kırmızı şarap;Kurabiye,Kinoa tohumu
Customer_615,Çörek otu;Pizza;Acı Sos;Soya sosu;Yulaf;Nohut;Bisküvi;Yoğurt;Erişte;Papatya çayı;Tavuk Bulyon;Keçi boynuzu;Keçi boynuzu;Makarna;Yer fıstığı;Meksika fasülyesi,Kinoa tohumu
Customer_237,El mantısı;Garnitür;Şehriye;Bezelye;Karides;İçli Köfte;Sarımsak sosu;Kırmızı mercimek;Limon sos;Yoğurt;Sirke;Biber salçası;Karabiber;Kuru kayısı;Baldo pirinç;Kuru kayısı;Kuru İncir,Kurutulmuş Kivi
Customer_468,Saç kremi;Tavuk Bulyon;Kuru dut;Patates;Patlıcan;Güneş kremi;Soya sosu;Kalem;Bezelye;Kalamar;Erişte;Domates salçası;Karabiber;Limon sos;Nar ekşisi;Domates salçası;Şampuan;Kuru İncir;Baldo pirinç,Kurutulmuş Kivi
Customer_376,Makarna;Şampuan;Tavuk Bulyon;Böğürtlen;Ketçap;Makarna;Fasulye turşu;Domates salçası;Nohut;Fasulye turşu;Nar ekşisi;Ton balığı;Meksika fasülyesi;Ihlamur;Acı Sos;Zeytinyağı;El mantısı;Patlıcan;Kalamar;Közlenmiş biber;Bisküvi;Limon sos;İçli Köfte;Domates salçası;Keçi boynuzu;Sarımsak sosu,Kinoa tohumu
Customer_887,Tarçın;Jelibon;Garnitür;Erişte;Sarımsak sosu;Kalem;Pizza;Kuru İncir;Domates salçası;Çörek otu;Yoğurt;Meksika fasülyesi;Nar ekşisi;Kırmızı mercimek;Karabiber,Kinoa tohumu
Customer_870,Limon sos;Kırı üzüm;Bisküvi;Yer fıstığı;Kuru kayısı;Bezelye;Krem şanti;Makarna;Acı Sos;Köfte;Erişte;Şampuan;Fasulye turşu;Patates;Bisküvi;Domates salçası;Milföy;Ketçap;Kurabiye;Közlenmiş biber;Kırmızı mercimek,Kurutulmuş Kivi
Customer_11,Kurabiye;Ihlamur;Kurabiye;Jelibon;Baldo pirinç;Yulaf;Kuru kayısı;Krem şanti;Közlenmiş biber;Çörek otu;Karides;Biber salçası;Bisküvi;Toz şeker;Soya sosu;Acı Sos;Yoğurt;Kuru dut;Kırmızı mercimek;El mantısı;Limon sos;Sirke;Erişte;Zeytinyağı,Kurutulmuş Kivi
Customer_634,Domates salçası;Kurabiye;Nane likörü;Patlıcan;Ketçap;Milföy;Soya sosu;Kalamar;Un;Patates;Makarna;Soya sosu;Şehriye;Köfte;Susam;Viski;Kırı üzüm;El mantısı;Nar ekşisi;Patlıcan;Kuru dut;Kahve likörü;Beyaz şarap,Kurutulmuş Kivi
Customer_638,Meksika fasülyesi;Makarna;Yer fıstığı;Yulaf;El mantısı;Jelibon;Köfte;Papatya çayı;Ihlamur;Ton balığı;Patates;Yeşil çay;Tarçın;Nohut;Nar ekşisi;Zeytinyağı;Krem şanti;Bezelye;Böğürtlen;Tavuk Bulyon;Erişte;Baldo pirinç,Kinoa tohumu
Customer_689,Garnitür;Közlenmiş biber;İçli Köfte;Jelibon;Kalem;Közlenmiş biber;Jelibon;Garnitür;Fasulye turşu;Köfte harcı;Güneş kremi;İçli Köfte;Ketçap;Patlıcan;Milföy;Kuru kayısı;Nar ekşisi;Tavuk Bulyon;Kırı üzüm,Kurutulmuş Kivi
Customer_809,Çörek otu;Böğürtlen;Saç boyası;Közlenmiş biber;Patlıcan;Ketçap;Sarımsak sosu;Un;Bisküvi;Acı Sos;Kahve likörü;Nar ekşisi;Nar ekşisi;Kırmızı şarap;Ketçap;Cips;Kuru üzüm;Yer fıstığı;Toz şeker;Makarna;Fasulye turşu;Kalem;Bira;Beyaz şarap;Makarna;Nane likörü,Karamelli likör
